tconst,primarytitle,startyear,runtimeminutes,genres,ordering,category,averagerating,numvotes,primaryname
tt0235970,Alone and Restless,2004,80.0,Drama,1,actor,6.3,72,Martin Seijo
tt0235982,Mother! The Mosquitoes,2000,80.0,Comedy,1,actor,6.0,554,Zoltán Mucsi
tt0236026,Blind Heat,2001,95.0,Thriller,1,actress,4.2,155,Maria Conchita Alonso
tt0236126,A Crack in the Floor,2001,90.0,Horror,1,actor,3.3,1166,Mario Lopez
tt0236172,Dr. Benny,2003,90.0,Comedy,1,actor,6.9,44,Timothy Dowling
tt0236432,Limousine Drive,2000,93.0,Comedy,1,actor,5.2,7,Obaid Kadwani
tt0236474,Margarita Happy Hour,2001,98.0,Drama,1,actress,5.7,171,Eleanor Hutchins
tt0236502,Mirror Mirror 4: Reflections,2000,86.0,Horror,1,actress,3.3,166,Kim Mai Guest
tt0236551,On the Q.T.,2001,90.0,Drama,1,actor,5.9,137,Sam Ball
tt0237121,Counting Days,2000,95.0,Drama,1,actor,7.6,29,Brian Young
tt0237289,Count Axel,2001,86.0,Comedy,1,actor,5.5,710,Peter Frödin
tt0237320,Hunger,2001,82.0,Drama,1,actor,7.3,67,Joseph Culp
tt0237680,Sacred Flesh,2000,75.0,Horror,1,actress,3.3,520,Sally Tremaine
tt0237865,Twilight: Los Angeles,2000,76.0,Drama,1,actress,7.6,101,Anna Deavere Smith
tt0238121,A Christmas Tree and a Wedding,2000,90.0,Drama,1,actor,8.3,57,Oleg Vidov
tt0238205,The $cheme,2003,91.0,Comedy,1,actor,2.1,276,Nathan Anderson
tt0238247,God's Army,2000,108.0,Drama,1,actor,6.2,1099,Matthew A. Brown
tt0238321,Ivans xtc.,2000,93.0,Drama,1,actor,6.5,1363,Danny Huston
tt0238373,The Last Late Night,2000,94.0,Comedy,1,actress,6.7,111,Christine Steel
tt0238463,Timequest,2000,92.0,Sci-Fi,1,actor,5.4,691,Victor Slezak
tt0238474,Once and Future Queen,2000,76.0,Drama,1,actress,6.0,76,Philly Abe
tt0238649,The Secret of Family Treasures,2000,92.0,Comedy,1,actor,5.4,250,Aleksandar Bercek
tt0238960,Rutenberg,2003,90.0,Drama,1,actor,6.2,35,Menashe Noy
tt0238992,Fortunes,2005,91.0,Comedy,1,actor,4.5,164,Michael McGlone
tt0238994,Eisenstein,2000,99.0,Drama,1,actor,5.9,177,Simon McBurney
tt0239004,Ghostlight,2003,80.0,Comedy,1,actor,7.6,51,Richard Move
tt0239238,April Is My Religion,2001,109.0,Drama,1,actor,6.9,65,Benjamin Klein
tt0239381,O Fantasma,2000,87.0,Drama,1,actor,5.7,3397,Ricardo Meneses
tt0239388,Poetical Refugee,2000,130.0,Drama,1,actor,6.9,847,Sami Bouajila
tt0239431,The Girl Who Picks Flowers and the Girl Who Kills Insects,2000,236.0,Drama,1,actress,7.4,7,Nicole Marlene
tt0239522,Keep Breathing,2000,95.0,Drama,1,actor,5.6,24,David Bailey
tt0239792,Peaches,2000,84.0,Comedy,1,actor,4.7,129,Matthew Rhys
tt0240156,Unshackled,2000,90.0,Drama,1,actor,5.7,122,Stacy Keach
tt0240200,Water,2005,117.0,Drama,1,actress,7.7,14812,Lisa Ray
tt0240340,The Angel Doll,2002,93.0,Drama,1,actress,6.7,298,Betsy Brantley
tt0240509,Flooding,2000,86.0,Thriller,1,actress,5.7,88,Brenna Gibson
tt0240515,Freddy Got Fingered,2001,87.0,Comedy,1,actor,4.6,48237,Tom Green
tt0240585,The Horrible Dr. Bones,2000,72.0,Horror,1,actor,2.2,343,Darrow Igus
tt0240880,Sausalito,2000,98.0,Romance,1,actress,5.8,289,Maggie Cheung
tt0241025,Vanity Fair,2004,141.0,Drama,1,actress,6.2,22480,Reese Witherspoon
tt0241142,101 Ways (the Things a Girl Will Do to Keep Her Volvo),2000,100.0,Comedy,1,actress,5.2,152,Wendy Hoopes
tt0241183,Angels Don't Sleep Here,2002,88.0,Thriller,1,actor,2.6,609,Dana Ashbrook
tt0241250,The Blind Date,2000,147.0,Thriller,1,actress,6.0,46,Zara Turner
tt0241355,Dark Voices,2001,93.0,Thriller,1,actress,7.6,8,Kate Rene Gleason
tt0241526,Hardcore Poisoned Eyes,2000,87.0,Horror,1,actress,4.3,130,Christine Gallo
tt0241760,The New Guy,2002,88.0,Comedy,1,actor,5.8,35493,DJ Qualls
tt0241897,Roads and Bridges,2001,105.0,Drama,1,actor,6.7,29,Gregory Sullivan
tt0241934,Sans Elle...,2003,103.0,Drama,1,actor,5.1,43,Aurélien Wiik
tt0241961,Sleeping Pills,2003,85.0,Drama,1,actor,9.0,24,Jonathan Chalker
tt0242029,Sleepwalking Land,2007,97.0,Drama,1,actor,6.8,249,Nick Lauro Teresa
tt0242380,Citizen James,2000,74.0,Comedy,1,actor,7.9,19,Casper Andreas
tt0242460,"First, Last and Deposit",2000,91.0,Drama,1,actress,7.4,77,Sara Wilcox
tt0242592,Layover,2001,95.0,Thriller,1,actor,4.7,463,David Hasselhoff
tt0242821,Road to Flin Flon,2000,99.0,Comedy,1,actor,6.9,45,Charles Klausmeyer
tt0243059,Cahoots,2001,108.0,Drama,1,actor,5.5,127,Keith Carradine
tt0243211,Delusional,2003,95.0,Thriller,1,actor,5.5,20,Richard Neil
tt0243255,Fat Girl,2001,95.0,Drama,1,actress,6.5,11576,Anaïs Reboux
tt0243441,Naomi's Web,2000,88.0,Thriller,1,actress,6.3,20,Keana Jackson
tt0243452,This I Wish and Nothing More,2000,80.0,Drama,1,actor,5.2,188,Ervin Nagy
tt0243483,Little Darling,2000,106.0,Drama,1,actress,6.2,151,Corinne Debonnière
tt0243493,The Closet,2001,84.0,Comedy,1,actor,7.0,17407,Daniel Auteuil
tt0243650,Voyeur.com,2000,95.0,Horror,1,actress,2.0,594,Jena Romano
tt0243889,Eureka,2000,217.0,Drama,1,actor,7.8,3884,Kôji Yakusho
tt0243904,The Final Curtain,2002,85.0,Drama,1,actor,5.6,550,Aidan Gillen
tt0244167,Dracula's Fiancee,2002,91.0,Horror,1,actress,4.6,524,Cyrille Gaudin
tt0244196,Second Skin,2000,95.0,Thriller,1,actress,5.1,932,Natasha Henstridge
tt0244521,Funny Money,2006,98.0,Comedy,1,actor,5.2,3072,Chevy Chase
tt0244941,Horror 101,2001,89.0,Horror,1,actress,3.6,279,Brigitta Dau
tt0245036,The Cat Killers,2000,90.0,Comedy,1,actor,6.8,8,Michael Fachetti
tt0245294,Moonlight,2002,90.0,Thriller,1,actor,6.0,804,Hunter Bussemaker
tt0245299,The Mumbo Jumbo,2000,82.0,Comedy,1,actor,4.6,76,Jamie Walters
tt0245341,P.S. Your Cat Is Dead!,2002,92.0,Comedy,1,actor,5.4,642,Steve Guttenberg
tt0245348,Pasty Faces,2000,85.0,Comedy,1,actor,5.5,58,David Wilde
tt0245356,Perfume,2001,106.0,Drama,1,actress,3.6,1036,Lysa Apostle
tt0245438,Prank,2000,90.0,Comedy,1,actor,7.2,30,R.J. Knoll
tt0245574,Y tu mamá también,2001,106.0,Drama,1,actress,7.7,121335,Maribel Verdú
tt0245724,Big Wind on Campus,2000,89.0,Comedy,1,actor,3.1,242,Seth Walther
tt0245759,Behind the Seams,2000,92.0,Romance,1,actress,3.7,20,Cathleen Gallagher
tt0246124,Oliver Twisted,2000,90.0,Horror,1,actress,4.2,125,Signe Kiesel
tt0246146,En el país de no pasa nada,2000,91.0,Comedy,1,actor,5.9,77,Fernando Luján
tt0246157,The Pornographer: A Love Story,2004,81.0,Drama,1,actress,4.4,171,Irène Jacob
tt0246323,Warpath,2000,90.0,Action,1,actor,5.6,80,Billy Parish
tt0246555,Death of a Dog,2000,86.0,Thriller,1,actress,6.2,16,Julie Kessler
tt0246730,Desperado Square,2001,98.0,Drama,1,actor,6.9,164,Yosef Shiloach
tt0246890,King Rikki,2002,91.0,Drama,1,actor,4.7,207,Jon Seda
tt0246965,Sweet Revenge,2001,92.0,Thriller,1,actor,3.2,121,Richard Grieco
tt0246989,Tomcats,2001,95.0,Comedy,1,actress,5.3,18375,Shannon Elizabeth
tt0247199,The Believer,2001,98.0,Drama,1,actor,7.1,38253,Ryan Gosling
tt0247294,Divided We Stand,2000,90.0,Drama,1,actor,7.4,17,J.R. Jarrod
tt0247786,"Two Days, Nine Lives",2001,94.0,Drama,1,actor,4.6,94,Luke Goss
tt0247796,Caracas Onto Death,2000,91.0,Drama,1,actor,6.9,88,Luis Fernandez
tt0248017,Forbidden City,2001,118.0,Drama,1,actor,8.1,11,David Sheinkopf
tt0248103,The State I Am In,2000,106.0,Drama,1,actress,6.9,2510,Julia Hummer
tt0248164,Magik and Rose,2001,90.0,Drama,1,actress,5.6,108,Alison Bruce
tt0248169,Manna from Heaven,2002,119.0,Comedy,1,actress,5.4,478,Shirley Jones
tt0248180,Message in a Cell Phone,2000,85.0,Family,1,actor,5.2,181,Nick Whitaker
tt0248974,Ronnie,2002,84.0,Thriller,1,actor,5.1,120,Adam Scott
tt0249086,Poor Liza,2000,105.0,Drama,1,actress,5.7,55,Barbora Bobulova
tt0249146,Separation Anxiety,2002,87.0,Comedy,1,actor,6.9,16,Kevin Gildea
tt0249172,The Suicide Club,2000,89.0,Drama,1,actor,6.0,352,Jonathan Pryce
tt0249624,Gabriel & Me,2001,84.0,Drama,1,actor,4.8,172,Iain Glen
tt0249757,The Love Machine,2000,84.0,Drama,1,actress,6.2,90,Marlene Forte
tt0249846,Nobody Needs to Know,2003,96.0,Drama,1,actress,5.9,218,Tricia Vessey
tt0249858,The Origin of Man,2000,77.0,Drama,1,actor,7.4,30,Gabe Anderson
tt0250125,Under the Skin of the City,2001,92.0,Drama,1,actress,7.3,1557,Golab Adineh
tt0250282,Teddy Bears' Picnic,2001,80.0,Comedy,1,actress,3.9,447,Delaune Michel
tt0250292,Cheats,2002,86.0,Comedy,1,actor,6.0,4443,Trevor Fehrman
tt0250313,Help!!!,2000,92.0,Comedy,1,actor,5.8,280,Ekin Cheng
tt0250343,Hair Under the Roses,2000,85.0,Comedy,1,actress,5.8,357,Julie Durand
tt0250451,Johnny Greyeyes,2000,75.0,Drama,1,actress,5.5,83,Gail Maurice
tt0250491,Late Night Shopping,2001,91.0,Comedy,1,actor,6.9,2213,Luke de Woolfson
tt0250617,Night at the Golden Eagle,2001,87.0,Drama,1,actor,5.9,2585,Vinny Argiro
tt0250625,Way Off Broadway,2001,87.0,Drama,1,actor,6.2,210,Brad Beyer
tt0250698,Ritual,2002,99.0,Horror,1,actress,4.8,1882,Jennifer Grey
tt0250716,The Search for John Gissing,2001,91.0,Comedy,1,actor,6.6,888,Mike Binder
tt0250804,Don't Let Go,2002,87.0,Drama,1,actor,6.8,69,Scott Wilson
tt0251004,The Caprice,2000,91.0,Drama,1,actor,5.5,8,Ray Jarrell
tt0251046,Deception,2000,92.0,Thriller,1,actor,4.0,80,Nero Campbell
tt0251054,The Donor,2001,95.0,Romance,1,actor,5.1,86,David Carradine
tt0251179,Larceny,2004,101.0,Comedy,1,actor,4.3,224,Joshua Leonard
tt0251191,The Low Down,2000,96.0,Drama,1,actor,5.8,513,Aidan Gillen
tt0251272,Mind Rage,2001,90.0,Thriller,1,actress,4.3,140,Tamara Clatterbuck
tt0251294,Nikita Blues,2001,85.0,Drama,1,actress,5.4,81,Essence Atkins
tt0251309,Nowheresville,2000,96.0,Romance,1,actor,7.8,25,Henri Lubatti
tt0251353,Primetime Murder,2000,85.0,Thriller,1,actress,6.2,36,Sascha Zacharias
tt0251370,Rennie's Landing,2001,103.0,Drama,1,actress,5.4,555,Charlotte Ayanna
tt0251661,One Day in August,2001,106.0,Drama,1,actress,6.6,1082,Eleni Kastani
tt0251736,House of 1000 Corpses,2003,89.0,Horror,1,actor,6.0,84176,Sid Haig
tt0251901,No Place Like Home,2002,85.0,Family,1,actor,4.9,142,Judge Reinhold
tt0252253,Baby Blue,2001,119.0,Thriller,1,actress,6.6,268,Susan Vidler
tt0252445,Followers,2000,87.0,Drama,1,actor,6.4,89,Sam Trammell
tt0252684,Manic,2001,100.0,Drama,1,actor,7.2,9624,Joseph Gordon-Levitt
tt0252703,Less Is More,2000,91.0,Comedy,1,actor,3.9,168,Sergio Peris-Mencheta
tt0252866,American Pie 2,2001,108.0,Comedy,1,actor,6.4,251611,Jason Biggs
tt0252884,Angels!,2000,86.0,Comedy,1,actor,5.3,97,Ruben Zambrano
tt0253028,Deadly Little Secrets,2002,97.0,Thriller,1,actress,4.0,209,Dina Meyer
tt0253200,Last Orders,2001,109.0,Drama,1,actor,6.9,6098,Michael Caine
tt0253314,Nicolas,2001,90.0,Drama,1,actor,7.0,16,Marcus Graham
tt0253486,Sex Files: Pleasureville,2000,79.0,Sci-Fi,1,actor,4.6,242,Bobby Johnston
tt0253586,Revolution #9,2001,90.0,Thriller,1,actor,6.7,357,Michael Risley
tt0253688,Shoot or Be Shot,2002,90.0,Comedy,1,actor,4.9,252,William Shatner
tt0253700,Sideshow,2000,74.0,Horror,1,actor,4.8,657,Jamie Martz
tt0253827,The Martins,2001,87.0,Comedy,1,actor,5.4,1187,Lee Evans
tt0253895,Vienna,2002,104.0,Comedy,1,actor,5.1,39,Roman Knizka
tt0253933,Be Somebody,2002,101.0,Romance,1,actor,6.2,11,Carter Roy
tt0254067,The Adulterer,2000,85.0,Drama,1,actor,7.4,22,Chris Diamantopoulos
tt0254448,Making Metamorphosis,2001,82.0,Drama,1,actor,9.0,10,Christopher E. Brown
tt0254622,They Call This... Spring,2001,107.0,Comedy,1,actress,6.1,68,Marilyne Canto
tt0255094,The Circle,2000,90.0,Drama,1,actress,7.4,6152,Maryiam Palvin Almani
tt0255099,Delicate Instruments,2000,130.0,Drama,1,actor,8.5,37,Corbin Bernsen
tt0255321,Liam,2000,90.0,Drama,1,actor,6.9,2591,Anthony Borrows
tt0255348,March,2001,92.0,Drama,1,actor,7.6,37,Sean Kanan
tt0255476,The Pig Farm,2000,77.0,Comedy,1,actor,5.5,65,Richard Alan Johnston
tt0255582,Second Generation,2000,80.0,Drama,1,actress,5.3,42,Hanayo
tt0255655,The Trade,2003,91.0,Drama,1,actor,5.6,90,Eddie Mills
tt0255702,Wishcraft,2002,102.0,Horror,1,actor,5.2,1849,Michael Weston
tt0255797,Angels Crest,2002,87.0,Thriller,1,actor,5.0,124,Chris Bauer
tt0256084,How Harry Became a Tree,2001,99.0,Drama,1,actor,6.7,852,Colm Meaney
tt0256179,Mário,2000,86.0,Drama,1,actor,5.5,26,Jairo Mattos
tt0256359,The Safety of Objects,2001,121.0,Drama,1,actress,6.5,4257,Glenn Close
tt0256587,Foreign Sister,2000,124.0,Drama,1,actress,5.9,22,Tamar Yerushalmi
tt0256766,Gallito Ciego,2001,89.0,Crime,1,actor,6.2,92,Rodrigo de la Serna
tt0257019,Purpose,2002,96.0,Drama,1,actor,5.3,960,Ismael 'East' Carlo
tt0257106,Scary Movie 2,2001,83.0,Comedy,1,actress,5.3,158909,Anna Faris
tt0257289,Life as a Fatal Sexually Transmitted Disease,2000,99.0,Drama,1,actor,7.0,1288,Zbigniew Zapasiewicz
tt0257721,Good Neighbor,2001,86.0,Thriller,1,actor,3.6,185,Billy Dee Williams
tt0257764,Hot Ice,2000,83.0,Thriller,1,actress,4.9,11,Alison Woodward
tt0257818,The Jolly Boys' Last Stand,2000,88.0,Drama,1,actor,4.4,137,Milo Twomey
tt0257939,The Guava House,2000,100.0,Drama,1,actor,7.3,137,Bài Bình Bùi
tt0257947,My Dark Days,2001,90.0,Thriller,1,actor,6.5,34,Mick Page
tt0258100,Run Ronnie Run,2002,86.0,Comedy,1,actor,6.2,5729,David Cross
tt0258210,Stalled,2000,96.0,Comedy,1,actress,3.7,105,Dalya Taylor Adams
tt0258501,Clouds,2000,95.0,Drama,1,actor,5.7,15,Michael Patrick Gaffney
tt0258604,Gung Fu: The New Dragon,2000,90.0,Action,1,actor,4.6,12,Robert Alonzo
tt0258827,Girls on Top,2001,90.0,Comedy,1,actress,5.3,4176,Diana Amft
tt0258834,Nebraska Supersonic,2001,75.0,Comedy,1,actor,7.9,20,Corrin Hodgson
tt0258862,The Operative,2000,97.0,Action,1,actor,4.2,321,Brian Bosworth
tt0258901,The Luau,2005,90.0,Comedy,1,actor,5.4,102,Brian Hooks
tt0259017,Swimming Upstream,2002,105.0,Drama,1,actor,6.2,200,Matt Czuchry
tt0259221,Scandal: Body of Love,2000,83.0,Drama,1,actor,5.6,68,Jason Schnuit
tt0259333,"Goodbye, Casanova",2000,85.0,Romance,1,actress,7.8,35,Yasmine Bleeth
tt0259424,Our Tropical Island,2001,94.0,Comedy,1,actor,6.0,369,Diego Abatantuono
tt0259516,The Poor & Hungry,2000,118.0,Drama,1,actor,7.3,234,Eric Tate
tt0259538,Returning Mickey Stern,2002,92.0,Comedy,1,actor,6.1,118,Joseph Bologna
tt0259729,The Three-Legged Fox,2004,88.0,Drama,1,actress,7.5,67,Miranda Otto
tt0259742,X-Roads,2001,104.0,Drama,1,actress,7.4,12,Rene Liu
tt0260023,Margarette's Feast,2003,90.0,Comedy,1,actor,7.1,93,Hique Gomez
tt0260731,3rd World Hero,2000,93.0,Drama,1,actor,6.9,150,Ricky Davao
tt0261000,Umbrella Flower,2000,116.0,Drama,1,actress,6.8,301,Kyôko Koizumi
tt0261392,Jay and Silent Bob Strike Back,2001,104.0,Comedy,1,actor,6.8,153532,Jason Mewes
tt0261734,Der Himmel kann warten,2000,98.0,Drama,1,actor,6.4,109,Frank Giering
tt0262213,The Legend of Love,2000,87.0,Drama,1,actress,5.7,28,Maryam Moghadam
tt0262345,Condemned to Freedom,2001,86.0,Drama,1,actress,4.6,44,Camila Amado
tt0262432,George Washington,2000,89.0,Drama,1,actress,7.2,8257,Candace Evanofski
tt0262560,The Law of Enclosures,2000,111.0,Drama,1,actress,6.1,263,Sarah Polley
tt0262690,Letter to America,2000,90.0,Drama,1,actor,7.6,742,Phillip Avramov
tt0262699,The Pornographer,2001,108.0,Drama,1,actor,5.2,2468,Jean-Pierre Léaud
tt0262774,"Smell of Camphor, Fragrance of Jasmine",2000,92.0,Drama,1,actor,6.6,685,Bahman Farmanara
tt0262911,World Traveler,2001,103.0,Drama,1,actor,5.3,1202,Billy Crudup
tt0263215,Picture Claire,2001,91.0,Thriller,1,actress,5.5,1128,Juliette Lewis
tt0263496,Pretty Things,2001,105.0,Drama,1,actress,5.8,1026,Marion Cotillard
tt0263667,Pictures Deep in One's Eyes,2000,102.0,Drama,1,actress,5.7,50,Giusi Saija
tt0263725,Me Without You,2001,107.0,Drama,1,actress,6.7,4621,Anna Friel
tt0264335,Addicted to Murder 3: Blood Lust,2000,85.0,Horror,1,actor,4.9,57,Mick McCleery
tt0264365,Ancient Warriors,2003,99.0,Action,1,actor,3.5,262,Franco Columbu
tt0264605,Extreme Force,2001,90.0,Action,1,actor,3.8,130,Youssef Qissi
tt0264675,Head Cheerleader Dead Cheerleader,2000,80.0,Horror,1,actress,3.6,212,Tasha Biering
tt0264692,A Hora Marcada,2000,100.0,Thriller,1,actor,6.6,87,Gracindo Júnior
tt0264796,Life as a House,2001,125.0,Drama,1,actor,7.5,43990,Hayden Christensen
tt0264927,Movievoyeur.com,2000,93.0,Mystery,1,actress,7.8,7,Cat Eberwine
tt0265118,Choke,2001,89.0,Thriller,1,actress,4.0,449,Chelsy Reynolds
tt0265133,Crime Partners,2003,102.0,Crime,1,actor,3.6,284,Tyrin Turner
tt0265175,Enticement,2000,80.0,Thriller,1,actress,6.2,109,Nicole Areu
tt0265180,Expecting Mercy,2000,82.0,Thriller,1,actress,4.8,123,Carrie Hitchcock
tt0265226,Home Invaders,2001,100.0,Action,1,actor,5.6,95,Yancey Arias
tt0265273,L.I.N.X.,2000,90.0,Sci-Fi,1,actor,5.9,38,Regan Gurr
tt0265281,The Kings of Brooklyn,2004,91.0,Drama,1,actor,6.7,34,William McNamara
tt0265357,The Mystery of Spoon River,2000,93.0,Thriller,1,actress,4.3,186,Lauren Sinclair
tt0265581,Protection,2001,96.0,Thriller,1,actor,5.2,427,Stephen Baldwin
tt0265825,Addictions and Subtractions,2004,108.0,Drama,1,actor,6.7,527,Juan Carlos Uribe
tt0265859,Tempted,2001,95.0,Thriller,1,actress,5.5,1319,Saffron Burrows
tt0266041,What Matters Most,2001,105.0,Drama,1,actor,6.2,210,Chad Allen
tt0266238,Alcatraz Avenue,2000,93.0,Thriller,1,actor,7.8,27,R.J. Feher
tt0266489,Duplex,2003,89.0,Comedy,1,actor,5.9,57606,Ben Stiller
tt0266705,The Child and the Soldier,2000,90.0,Drama,1,actor,6.8,72,Mehdi Lotfi
tt0266719,Scandal: Lawful Entry,2000,80.0,Comedy,1,actor,4.6,115,Brad Bartram
tt0266732,Love Is the Drug,2006,96.0,Drama,1,actor,5.5,752,John Patrick Amedori
tt0266821,Peculiarities of the National Hunt in the Winter,2000,98.0,Comedy,1,actor,6.4,1557,Aleksey Buldakov
tt0267000,Stray Dogs,2002,97.0,Drama,1,actress,6.2,73,Guinevere Turner
tt0267784,"No Deposit, No Return",2000,90.0,Action,1,actress,5.7,24,Reiko Aylesworth
tt0267929,Singing,2000,78.0,Drama,1,actor,7.1,9,Jim Carpenter
tt0267959,Stroke,2000,97.0,Drama,1,actor,7.0,30,Edwin Johnson
tt0268040,Wooly Boys,2001,99.0,Comedy,1,actor,6.0,706,Peter Fonda
tt0268424,Little Senegal,2000,97.0,Drama,1,actor,6.9,420,Sotigui Kouyaté
tt0268690,Thirteen Conversations About One Thing,2001,104.0,Drama,1,actor,7.0,11077,Alan Arkin
tt0268696,Time of Favor,2000,102.0,Drama,1,actor,6.7,559,Aki Avni
tt0268762,Wrong Number,2001,97.0,Thriller,1,actor,4.7,170,Eric Roberts
tt0268992,Big Apple,2002,97.0,Comedy,1,actress,5.8,41,Chantal Ughi
tt0269058,This Is My Body,2001,87.0,Drama,1,actor,5.4,182,Louis Garrel
tt0269182,The Edge of Quarrel,2000,120.0,Drama,1,actor,6.5,85,Rocky Votolato
tt0269356,Ice Planet,2001,83.0,Sci-Fi,1,actor,3.9,1043,Reiner Schöne
tt0269411,Ka'ililauokekoa,2000,80.0,Drama,1,actor,8.8,21,Pono Guerrero
tt0269743,Barking Dogs Never Bite,2000,110.0,Comedy,1,actress,7.0,8119,Bae Doona
tt0269856,Ritual,2000,128.0,Drama,1,actor,7.4,2053,Shunji Iwai
tt0270035,Cloud Above the River Ganges,2002,143.0,Drama,1,actor,7.6,192,Zoltán Ternyák
tt0270059,Waiting,2000,80.0,Comedy,1,actor,6.0,202,Will Keenan
tt0270179,24,2001,78.0,Drama,1,actor,7.0,205,Martin Trnavský
tt0270197,American Gun,2002,89.0,Drama,1,actor,6.2,1220,James Coburn
tt0270397,Sweet and Bitter,2000,91.0,Drama,1,actor,8.6,14,Noureddine El Ati
tt0270515,Miss Wonton,2001,87.0,Drama,1,actress,7.5,70,Amy Ting
tt0270569,La pena máxima,2001,80.0,Comedy,1,actor,6.8,425,Enrique Carriazo
tt0270918,All You Need,2001,105.0,Drama,1,actress,6.4,140,Kayren Butler
tt0271234,Rhythm of the Saints,2003,83.0,Drama,1,actress,6.6,35,Sarita Choudhury
tt0271537,Happy Here and Now,2002,89.0,Drama,1,actor,5.1,346,Karl Geary
tt0271580,Jet Boy,2001,99.0,Drama,1,actor,7.1,1402,Branden Nadon
tt0271582,Joshua,2002,91.0,Drama,1,actor,6.6,1880,Tony Goldwyn
tt0271788,Scandal: Sin in the City,2001,84.0,Drama,1,actor,4.3,109,Jarod Carey
tt0271809,Suspended Animation,2001,114.0,Thriller,1,actor,5.2,530,Alex McArthur
tt0271885,Zig Zag,2002,101.0,Drama,1,actor,5.9,1483,John Leguizamo
tt0271982,Backgammon,2001,95.0,Thriller,1,actress,6.2,49,Wendy Braun
tt0272069,Demonicus,2001,72.0,Horror,1,actor,2.7,350,Gregory Lee Kenyon
tt0272125,Snapshots,2002,93.0,Romance,1,actor,6.1,398,Burt Reynolds
tt0272178,A Lowrider Spring Break En San Quilmas,2000,104.0,Comedy,1,actor,2.8,26,Jesse Borrego
tt0272543,Censor,2001,165.0,Drama,1,actor,3.2,131,Dev Anand
tt0272563,The Crooked Mile,2001,120.0,Comedy,1,actress,5.4,28,Dayna McKiernan
tt0272822,Skyline Cruisers,2000,89.0,Action,1,actor,5.2,304,Leon Lai
tt0273057,The Red Right Hand,2001,82.0,Horror,1,actress,3.8,143,Abigail Morgan
tt0273083,The Migration of the Angel,2001,77.0,Drama,1,actor,8.4,8,Amiran Chichinadze
tt0273108,The Beautiful Country,2004,137.0,Drama,1,actor,7.4,3870,Damien Nguyen
tt0273253,Haiku Tunnel,2001,88.0,Comedy,1,actor,6.1,1317,Josh Kornbluth
tt0273302,Junk,2000,83.0,Horror,1,actress,5.4,1143,Kaori Shimamura
tt0273514,The Cutting,2000,90.0,Thriller,1,actor,4.4,36,Geert Vaes
tt0273517,Darkness,2002,88.0,Horror,1,actress,5.4,19550,Anna Paquin
tt0273567,In Good Company,2000,96.0,Comedy,1,actor,6.3,339,Giorgos Kimoulis
tt0273607,Festival in Cannes,2001,100.0,Comedy,1,actress,6.0,618,Anouk Aimée
tt0273650,Higher Ed,2001,83.0,Comedy,1,actor,6.6,24,Pras Michel
tt0273678,In Flagrante,2000,71.0,Mystery,1,actor,7.4,14,Steve Akers
tt0273850,My Brother Tom,2001,105.0,Drama,1,actress,6.9,932,Jenna Harrison
tt0274057,Robbie's Brother,2001,88.0,Comedy,1,actress,5.9,52,Janna Bossier
tt0274181,A Moment of Happiness,2001,84.0,Drama,1,actress,6.3,116,Isild Le Besco
tt0274323,Off to the Revolution by a 2CV,2001,100.0,Comedy,1,actor,6.2,235,Andoni Gracia
tt0274432,Come si fa un Martini,2001,98.0,Comedy,1,actor,6.1,26,Nicola Alcozer
tt0274708,Passing Stones,2001,90.0,Comedy,1,actor,6.8,140,Roger Majkowski
tt0274847,Sin destino,2002,97.0,Drama,1,actor,5.3,213,Roberto Cobo
tt0274868,Some Body,2001,77.0,Drama,1,actress,6.5,88,Stephanie Bennett
tt0274947,Telegram,2000,82.0,Drama,1,actor,6.0,48,Sujiwo Tejo
tt0275182,Acts of Worship,2001,94.0,Drama,1,actress,6.1,311,Ana Reeder
tt0275295,The Decay of Fiction,2002,73.0,Drama,1,actor,7.8,77,Jaime Alvarez
tt0275527,A Month of Sundays,2001,92.0,Drama,1,actor,6.2,152,Rod Steiger
tt0275615,R2PC: Road to Park City,2000,83.0,Comedy,1,actress,6.6,64,Paige Turco
tt0275655,Satan Was a Lady,2001,80.0,Drama,1,actress,4.3,126,Honey Lauren
tt0275719,Tape,2001,86.0,Drama,1,actor,7.2,19812,Ethan Hawke
tt0275735,Live Show,2000,110.0,Drama,1,actor,7.3,91,Paolo Rivero
tt0275772,"Vegas, City of Dreams",2001,93.0,Drama,1,actor,4.1,142,Steve Rossi
tt0276053,Out of Bounds,2003,90.0,Drama,1,actress,4.4,339,Sophie Ward
tt0276198,Horse Crazy,2001,84.0,Family,1,actor,5.9,247,Michael Glauser
tt0276331,Migrating Forms,2000,80.0,Drama,1,actor,4.9,97,Preston Baty
tt0276473,Sea,2001,94.0,Drama,1,actor,6.2,10,David Lovgren
tt0276501,Beijing Bicycle,2001,113.0,Drama,1,actor,7.2,4567,Lin Cui
tt0276613,Waiting for Godot,2001,120.0,Drama,1,actor,7.6,1432,Barry McGovern
tt0276617,The White Sound,2001,109.0,Drama,1,actor,7.1,3285,Daniel Brühl
tt0276744,13 Moons,2002,93.0,Comedy,1,actress,5.7,1239,Jennifer Beals
tt0276760,After the Flood,2001,82.0,Drama,1,actor,5.9,18,Shawn Andrews
